,0,_merge
189,2g0d,both
190,1ka1,both
191,3klr,both
192,1tl2,both
193,3bhd,both
194,3e9v,both
195,1t8k,both
196,1x8q,both
197,1v58,both
198,2dlb,both
199,2fvy,both
200,1vmb,both
201,3nft,both
202,1hi9,both
203,3s8g,both
204,1dj8,both
205,1jfb,both
206,1s0p,both
207,1jke,both
208,2ohw,both
209,1puc,both
210,1u07,both
211,1aco,both
212,2nml,both
213,2g03,both
214,3cu9,both
215,4al0,both
216,1n13,both
217,1ezg,both
218,1p9y,both
219,1knm,both
220,1kmv,both
221,1l3k,both
222,1k4i,both
223,1vzy,both
224,2h8e,both
225,2xhi,both
226,2hnu,both
227,1ayo,both
228,1hfe,both
229,2hba,both
230,1dk8,both
231,1v6p,both
232,1x91,both
233,2fup,both
234,1fkm,both
235,3g91,both
236,2jli,both
237,3rzn,both
238,1q2h,both
239,1muw,both
240,2j80,both
241,2oeb,both
242,1sei,both
243,2wnp,both
244,1eb6,both
245,1jb0,both
246,1go3,both
247,1i4j,both
248,1g8q,both
249,1g6x,both
250,1gmx,both
251,2g38,both
252,1r5l,both
253,2ylb,both
254,3m4i,both
255,1wpn,both
256,1k5n,both
257,1vzm,both
258,1s1d,both
259,1ccw,both
260,3w07,both
261,1x9d,both
262,2vdr,both
263,1f35,both
264,2mhr,both
265,3bp3,both
266,4gmu,both
267,1xly,both
268,3ilw,both
269,1f3u,both
270,1ozn,both
271,1sg4,both
272,1rlr,both
273,2pif,both
274,4dhl,both
275,1whi,both
276,1g8e,both
277,3bvu,both
278,2e0a,both
279,1kjq,both
280,3ct6,both
281,3o4p,both
282,2bl8,both
283,2p0t,both
284,1gxu,both
285,3qpa,both
286,1hbn,both
287,4i9o,both
288,1ds1,both
289,1ik9,both
290,1sr8,both
291,1oai,both
292,4i7e,both
293,1mwp,both
294,1tzb,both
295,1a62,both
296,1vaj,both
297,1cy5,both
298,3pc7,both
299,1v7z,both
300,3kwd,both
301,1wqg,both
302,2phn,both
303,3sjl,both
304,1gmu,both
305,1nh1,both
306,1p6o,both
307,4a5s,both
308,3omy,both
309,3sxu,both
310,1nki,both
311,1io1,both
312,2wyt,both
313,1wjx,both
314,3zyq,both
315,1lkk,both
316,1ufy,both
317,3fst,both
318,1l3p,both
319,1lsh,both
320,1d3y,both
321,1xub,both
322,1sed,both
323,4gwb,both
324,1dj0,both
325,1owl,both
326,1olz,both
327,4i8h,both
328,3bqo,both
329,2dm9,both
330,2ciw,both
331,1q6z,both
332,1xm3,both
333,3nir,both
334,1zt3,both
335,1jr8,both
336,2vhk,both
337,2aib,both
338,3rlo,both
339,1cc8,both
340,2oiz,both
341,3pzw,both
342,1ou8,both
343,1ix9,both
344,1bkr,both
345,1nrj,both
346,2psp,both
347,1lsl,both
348,3f0d,both
349,1in0,both
350,3czz,both
351,1w0n,both
352,1p5d,both
353,1kwf,both
354,1yfq,both
355,2pst,both
356,1p9g,both
357,4a82,both
358,1nqu,both
359,2i15,both
360,4atm,both
361,1qd1,both
362,1tt8,both
363,2hy5,both
364,1oa8,both
365,3n2w,both
366,1vmo,both
367,1tuk,both
368,3pbt,both
369,1qf8,both
370,2h6f,both
371,1mc2,both
372,1d0q,both
373,1ji7,both
374,1pv5,both
375,1l2p,both
376,3tn2,both
377,3m5q,both
378,2nls,both
379,2g3r,both
380,4axo,both
381,1ko7,both
382,2psb,both
383,2rkq,both
384,2bay,both
385,1nkz,both
386,2wzk,both
387,1w23,both
388,2e2a,both
389,3q20,both
390,1yk4,both
391,1ryl,both
392,2bog,both
393,3amr,both
394,1klx,both
395,2pju,both
396,2es9,both
397,1k6k,both
398,1jhg,both
399,1x9z,both
400,2ci1,both
401,2ask,both
402,2fvv,both
403,1w6s,both
404,1o7j,both
405,3i94,both
406,1oo0,both
407,4ene,both
408,2o2k,both
409,2v3z,both
410,1gte,both
411,3m9q,both
412,3d06,both
413,2bz1,both
414,2b97,both
415,2rk3,both
416,4acf,both
417,1u7z,both
418,3zho,both
419,1gpj,both
420,2fef,both
421,2f23,both
422,2xov,both
423,3lmn,both
424,1vp7,both
425,1m0k,both
426,1tx4,both
427,2hdz,both
428,2a9d,both
429,3u81,both
430,1af7,both
431,3ksn,both
432,2mcm,both
433,2zcw,both
434,2jek,both
435,1ts9,both
436,1xeo,both
437,4ac7,both
438,3pdf,both
439,1v30,both
440,1qtn,both
441,1jos,both
442,3dnj,both
443,4j7d,both
444,1ciy,both
445,1yu5,both
446,2p6v,both
447,1uuy,both
448,1xg0,both
449,1gd8,both
450,3a38,both
451,3dxr,both
452,1kq6,both
453,1wn2,both
454,2wqk,both
455,2w1v,both
456,1lns,both
457,1rgx,both
458,1wtj,both
459,1yzy,both
460,1jof,both
461,1zke,both
462,1jo0,both
463,1xsv,both
464,2dpf,both
465,3u9w,both
466,2fi0,both
467,2ot3,both
468,3bzk,both
469,1ofz,both
470,1vi6,both
471,1q8d,both
472,2cc6,both
473,2hpj,both
474,2a90,both
475,2hf1,both
476,3nvs,both
477,1nxj,both
478,1wu9,both
479,1ppr,both
480,3aa0,both
481,1u6k,both
482,1u5p,both
483,4aiw,both
484,1uv7,both
485,1w53,both
486,2ivy,both
487,3vdp,both
488,1g2y,both
489,1p1x,both
490,2ebf,both
491,1ucd,both
492,1rfy,both
493,4mjr,both
494,1ucs,both
495,4dnd,both
496,1lpb,both
497,3ip0,both
498,1td6,both
499,1tig,both
500,1z0w,both
501,3k34,both
502,2a9u,both
503,1a12,both
504,1fm0,both
505,1dvo,both
506,1ogm,both
507,4eqp,both
508,1sz7,both
509,2ota,both
510,2h1v,both
511,1jb3,both
512,4e2v,both
513,1t3u,both
514,2f2b,both
515,1gqi,both
516,2bky,both
517,1n5u,both
518,2iwk,both
519,1ijy,both
520,2r75,both
521,1n81,both
522,1pfo,both
523,1uuj,both
524,1f3v,both
525,1nze,both
526,1xqo,both
527,1fx2,both
528,1hyo,both
529,2h1t,both
530,1fcy,both
531,4esm,both
532,3pkz,both
533,1xdn,both
534,3rq7,both
535,1vh4,both
536,1fs1,both
537,2qsb,both
538,1x3l,both
539,1cru,both
540,1dy5,both
541,3umh,both
542,1qwg,both
543,1eu1,both
544,3rf3,both
545,3cim,both
546,4hy4,both
547,2ykz,both
548,3t0h,both
549,2i9i,both
550,1g73,both
551,2izx,both
552,1o75,both
553,1bx7,both
554,1kqp,both
555,2ebs,both
556,1syx,right_only
557,3f42,right_only
558,2lig,right_only
559,2czv,right_only
560,1k8k,right_only
561,1ppj,right_only
562,2fyu,right_only
563,2g62,right_only
564,4hws,right_only
565,1twf,right_only
566,1ei5,right_only
567,1vq8,right_only
568,2icw,right_only
569,2wkx,right_only
570,3ag3,right_only
571,2v6x,right_only
572,3wu2,right_only
573,2dpl,right_only
574,1nh2,right_only
575,2d00,right_only
576,2jdq,right_only
577,2sic,right_only
578,2z7f,right_only
579,1n62,right_only
580,3bux,right_only
581,3rss,right_only
582,3cjs,right_only
583,1t07,right_only
584,1k0r,right_only
585,2pvb,right_only
586,1ikp,right_only
587,2bfd,right_only
588,1ut7,right_only
589,1r0r,right_only
590,3tvj,right_only
591,1or7,right_only
592,1t11,right_only
593,3l51,right_only
594,1m1e,right_only
595,2vn6,right_only
596,2jhf,right_only
597,1gzs,right_only
598,2za4,right_only
599,1ofd,right_only
600,2je6,right_only
601,3ge3,right_only
602,1cip,right_only
603,1f60,right_only
604,1w66,right_only
605,1pfv,right_only
606,3axj,right_only
607,3fxk,right_only
608,1nvu,right_only
609,3ci0,right_only
610,1nyc,right_only
611,2p1m,right_only
612,1sbx,right_only
613,2o9s,right_only
614,1z3e,right_only
615,1j5y,right_only
616,1vr0,right_only
617,3gp6,right_only
618,1h99,right_only
619,2car,right_only
620,4j9y,right_only
621,2c60,right_only
622,2fcw,right_only
623,2apo,right_only
624,2vu9,right_only
625,3n4j,right_only
626,1jx4,right_only
627,1szh,right_only
628,2ftx,right_only
629,3lvj,right_only
630,2dej,right_only
631,3uci,right_only
632,3ip4,right_only
633,3ar4,right_only
634,1k3x,right_only
635,3jvl,right_only
636,2qkl,right_only
637,2r4q,right_only
638,1dce,right_only
639,1tke,right_only
640,4kef,right_only
641,2fhz,right_only
642,1z0j,right_only
643,1z2u,right_only
644,1vf6,right_only
645,1vio,right_only
646,2wbm,right_only
647,3bwu,right_only
648,3cr3,right_only
649,3k2z,right_only
650,1tf5,right_only
651,2xol,right_only
652,2f2h,right_only
653,1mj4,right_only
654,2p8q,right_only
655,2ic2,right_only
656,1wy5,right_only
657,2in5,right_only
658,1ifr,right_only
659,1v74,right_only
660,4v4e,right_only
661,2b59,right_only
662,4kli,right_only
663,1y0n,right_only
664,2grr,right_only
665,3zyl,right_only
666,2ih2,right_only
667,3rlf,right_only
668,2nnu,right_only
669,2nn4,right_only
670,1b0n,right_only
671,3dkm,right_only
672,2xjp,right_only
673,2ag4,right_only
674,1z8g,right_only
675,2o3b,right_only
676,2tps,right_only
677,1ozj,right_only
678,1vlr,right_only
679,2cho,right_only
680,1q0q,right_only
681,2cg7,right_only
682,1l3l,right_only
683,3m7v,right_only
684,1rk8,right_only
685,1rc9,right_only
686,3ddt,right_only
687,1nij,right_only
688,4f01,right_only
689,2e3h,right_only
690,1udx,right_only
691,1kap,right_only
692,4ead,right_only
693,1sdi,right_only
694,1cuk,right_only
695,1qks,right_only
696,1o98,right_only
697,1usu,right_only
698,1zoq,right_only
699,2f4m,right_only
700,1k4z,right_only
701,2gjv,right_only
702,3dk9,right_only
703,3qq8,right_only
704,1rwi,right_only
705,1pby,right_only
706,1ryq,right_only
707,3cwc,right_only
708,1r71,right_only
709,2gfq,right_only
710,2y8y,right_only
711,2uv4,right_only
712,3c9u,right_only
713,3fso,right_only
714,2fma,right_only
715,1hf2,right_only
716,4i6y,right_only
717,1b33,right_only
718,4emt,right_only
719,3uej,right_only
720,3c8g,right_only
721,2w6k,right_only
722,1nqj,right_only
723,1r8s,right_only
724,1nkd,right_only
725,2ntk,right_only
726,3o6c,right_only
727,1px5,right_only
728,1t9i,right_only
729,1xmk,right_only
730,1mv8,right_only
731,2asb,right_only
732,2hxm,right_only
733,2hw4,right_only
734,2c0g,right_only
735,3bi1,right_only
736,2aj7,right_only
737,1us7,right_only
738,2vfx,right_only
739,1mla,right_only
740,1kyf,right_only
741,1kyq,right_only
742,1nkp,right_only
743,3a4r,right_only
744,1y0p,right_only
745,4a8u,right_only
746,2prv,right_only
747,2y5f,right_only
748,1uj8,right_only
749,1zme,right_only
750,4e4r,right_only
751,2a26,right_only
752,2fzp,right_only
753,1mwq,right_only
754,1he1,right_only
755,1xbi,right_only
756,3n08,right_only
757,2j5y,right_only
758,1qd6,right_only
759,1j09,right_only
760,4gv2,right_only
761,1hp1,right_only
762,2f5t,right_only
763,2bti,right_only
764,2i06,right_only
765,2ido,right_only
766,1rcq,right_only
767,1itx,right_only
768,1u2c,right_only
769,1dtd,right_only
770,3f0p,right_only
771,3v5w,right_only
772,1w85,right_only
773,1gci,right_only
774,1g7s,right_only
775,1upt,right_only
776,1y02,right_only
777,1bg1,right_only
778,2q66,right_only
779,3gwk,right_only
780,1o8b,right_only
781,1on2,right_only
782,2db7,right_only
783,2ogf,right_only
784,1fsg,right_only
785,3k6i,right_only
786,1skn,right_only
787,4gt9,right_only
788,3ivv,right_only
789,1jid,right_only
790,2erl,right_only
791,1bgf,right_only
792,3ldq,right_only
793,3fil,right_only
794,3mzf,right_only
795,1wd3,right_only
796,2nug,right_only
797,4fhr,right_only
798,2wur,right_only
799,4dri,right_only
800,2c9w,right_only
801,1r6j,right_only
802,1xu1,right_only
803,1m6y,right_only
804,4gwg,right_only
805,1fpo,right_only
806,3eoj,right_only
807,1zzk,right_only
808,1oc0,right_only
809,1zav,right_only
810,3rof,right_only
811,1zl0,right_only
812,3c8y,right_only
813,1roc,right_only
814,1euw,right_only
815,1mty,right_only
816,1kl9,right_only
817,1k92,right_only
818,4a1i,right_only
819,1k4t,right_only
820,1hq1,right_only
821,2aef,right_only
822,3ui4,right_only
823,1mw5,right_only
824,1xmb,right_only
825,1a9x,right_only
826,3brd,right_only
827,1mvf,right_only
828,1oxx,right_only
829,1m56,right_only
830,4eo7,right_only
831,1dfu,right_only
832,2h88,right_only
833,1sf9,right_only
834,1ufi,right_only
835,1yfs,right_only
836,1kqf,right_only
837,1nu9,right_only
838,1zin,right_only
839,2d0o,right_only
840,4fyx,right_only
841,2z51,right_only
842,1xkr,right_only
843,1osy,right_only
844,2i71,right_only
845,1egw,right_only
846,1n4w,right_only
847,1yoz,right_only
848,4hl2,right_only
849,3qzb,right_only
850,1yt3,right_only
851,1unq,right_only
852,1j5u,right_only
853,1xkp,right_only
854,2cnq,right_only
855,1h4r,right_only
856,1tjx,right_only
857,2v89,right_only
858,1rg8,right_only
859,1lmi,right_only
860,2i9x,right_only
861,1ef1,right_only
862,1pi1,right_only
863,1uxy,right_only
864,4htg,right_only
865,2cxy,right_only
866,1f7u,right_only
867,1vkm,right_only
868,1dwk,right_only
869,2xzg,right_only
870,1m1h,right_only
871,2fj8,right_only
872,1ri6,right_only
873,3s4e,right_only
874,2g50,right_only
875,2bhu,right_only
876,1uz3,right_only
877,4dwr,right_only
878,3fx7,right_only
879,1zhx,right_only
880,1mky,right_only
881,1t2d,right_only
882,3l8w,right_only
883,2v9l,right_only
884,1dl5,right_only
885,3pro,right_only
886,1ois,right_only
887,1hc7,right_only
888,3ess,right_only
889,1qmh,right_only
890,2dew,right_only
891,1u94,right_only
892,3fau,right_only
